100,8333.200000
760,369811.133333
1420,1296194.533333
2080,3040347.133333
2740,5923319.333333
3400,9950724.933333
4060,15053897.066667
4720,21550019.533333
5380,29311427.733333
6040,37717478.066667
6700,47452508.466667
7360,58654324.933333
8020,70932697.266667
8680,82650930.466667
9340,96960280.400000
