100,4142.000000
760,186662.000000
1420,802978.020000
2080,2039281.980000
2740,4781810.080000
3400,9089886.000000
4060,14646257.880000
4720,21954710.020000
5380,31030776.000000
6040,41779582.000000
6700,55629666.000000
7360,72802342.020000
8020,91774536.000000
8680,107547028.020000
9340,126593035.980000
